Equipo,Plan,Plan_Tarifario,PRECIO_CONTADO_EQUIPO,PRECIO_ONLINE_EQUIPO,CANTIDAD_CUOTA,CUOTA_INICIAL,PRECIO_CUOTA
Samsung Galaxy S22 Plus,CONTADO,99.9,6984,3399,dto.,49%,
Samsung Galaxy S22 Plus,CUOTA,99.9,,,12,0, 348
Samsung Galaxy S22 Plus,CUOTA,99.9,,,18,0, 277
Samsung Galaxy S22 Plus,CONTADO,159.9,6984,3399,dto.,49%,
Samsung Galaxy S22 Plus,CUOTA,159.9,,,12,0, 348
Samsung Galaxy S22 Plus,CUOTA,159.9,,,18,0, 277
Samsung Galaxy S22 Ultra 128GB,CONTADO,41.9 41.9,8424,3799,dto.,55%,
Samsung Galaxy S22 Ultra 128GB,CONTADO,55.9 55.9,8424,3799,dto.,55%,
Samsung Galaxy S22 Ultra 128GB,CUOTA,55.9 55.9,,,12,1999, 293
Samsung Galaxy S22 Ultra 128GB,CUOTA,55.9 55.9,,,18,1999, 235
Samsung Galaxy S22 Ultra 128GB,CONTADO,65.9,8424,3799,dto.,55%,
Samsung Galaxy S22 Ultra 128GB,CONTADO,99.9,8424,3699,dto.,55%,
Samsung Galaxy S22 Ultra 128GB,CUOTA,99.9,,,12,0, 435
Samsung Galaxy S22 Ultra 128GB,CUOTA,99.9,,,18,0, 337
Samsung Galaxy S22 Ultra 128GB,CONTADO,159.9,8424,3699,dto.,55%,
Samsung Galaxy S22 Ultra 128GB,CUOTA,159.9,,,12,0, 435
Samsung Galaxy S22 Ultra 128GB,CUOTA,159.9,,,18,0, 337
Samsung Galaxy A52s,CONTADO,41.9 41.9,1962,1299,dto.,34%,
Samsung Galaxy A52s,CONTADO,55.9 55.9,1962,1299,dto.,34%,
Samsung Galaxy A52s,CUOTA,55.9 55.9,,,12,0, 159
Samsung Galaxy A52s,CUOTA,55.9 55.9,,,18,629, 104
Samsung Galaxy A52s,CONTADO,65.9,1962,1299,dto.,34%,
Samsung Galaxy A52s,CUOTA,65.9,,,12,0, 159
Samsung Galaxy A52s,CONTADO,99.9,1962,1299,dto.,34%,
Samsung Galaxy A52s,CUOTA,99.9,,,12,0, 159
Samsung Galaxy A52s,CUOTA,99.9,,,18,339, 103
Samsung Galaxy A52s,CONTADO,159.9,1962,1299,dto.,34%,
Samsung Galaxy A52s,CUOTA,159.9,,,12,0, 159
Samsung Galaxy A52s,CUOTA,159.9,,,18,209, 103
HONOR X8,CONTADO,41.9 41.9,1368,829,dto.,39%,
HONOR X8,CONTADO,55.9 55.9,1368,829,dto.,39%,
HONOR X8,CUOTA,55.9 55.9,,,12,0, 104
HONOR X8,CUOTA,55.9 55.9,,,18,319, 52
HONOR X8,CONTADO,65.9,1368,829,dto.,39%,
HONOR X8,CUOTA,65.9,,,12,0, 104
HONOR X8,CONTADO,99.9,1368,829,dto.,39%,
HONOR X8,CUOTA,99.9,,,12,0, 104
HONOR X8,CUOTA,99.9,,,18,169, 52
HONOR X8,CONTADO,159.9,1368,829,dto.,39%,
HONOR X8,CUOTA,159.9,,,12,0, 104
HONOR X8,CUOTA,159.9,,,18,99, 52
Huawei Nova Y70,CONTADO,41.9 41.9,1116,779,dto.,30%,
Huawei Nova Y70,CONTADO,55.9 55.9,1116,779,dto.,30%,
Huawei Nova Y70,CUOTA,55.9 55.9,,,12,0, 82
Huawei Nova Y70,CUOTA,55.9 55.9,,,18,0, 57
Huawei Nova Y70,CONTADO,65.9,1116,779,dto.,30%,
Huawei Nova Y70,CONTADO,99.9,1116,739,dto.,30%,
Huawei Nova Y70,CUOTA,99.9,,,12,0, 82
Huawei Nova Y70,CUOTA,99.9,,,18,0, 57
Huawei Nova Y70,CONTADO,159.9,1116,739,dto.,30%,
Huawei Nova Y70,CUOTA,159.9,,,12,0, 82
Huawei Nova Y70,CUOTA,159.9,,,18,0, 57
XIAOMI Redmi 10A,CONTADO,41.9 41.9,702,499,dto.,29%,
XIAOMI Redmi 10A,CONTADO,55.9 55.9,702,499,dto.,29%,
XIAOMI Redmi 10A,CUOTA,55.9 55.9,,,12,0, 48
XIAOMI Redmi 10A,CUOTA,55.9 55.9,,,18,99, 29
XIAOMI Redmi 10A,CONTADO,65.9,702,499,dto.,29%,
XIAOMI Redmi 10A,CONTADO,99.9,702,489,dto.,29%,
XIAOMI Redmi 10A,CUOTA,99.9,,,12,0, 48
XIAOMI Redmi 10A,CUOTA,99.9,,,18,59, 29
XIAOMI Redmi 10A,CONTADO,159.9,702,489,dto.,29%,
XIAOMI Redmi 10A,CUOTA,159.9,,,12,0, 48
XIAOMI Redmi 10A,CUOTA,159.9,,,18,29, 31
XIAOMI 12,CONTADO,41.9 41.9,4667,2929,dto.,37%,
XIAOMI 12,CONTADO,55.9 55.9,4667,2929,dto.,37%,
XIAOMI 12,CONTADO,65.9,4667,2929,dto.,37%,
XIAOMI 12,CONTADO,99.9,4667,2779,dto.,37%,
XIAOMI 12,CUOTA,99.9,,,12,1819, 151
XIAOMI 12,CUOTA,99.9,,,18,909, 151
XIAOMI 12,CONTADO,159.9,4667,2779,dto.,37%,
XIAOMI 12,CUOTA,159.9,,,12,1579, 171
XIAOMI 12,CUOTA,159.9,,,18,549, 171
Motorola Moto G50,CONTADO,55.9 55.9,,,,689,
Motorola Moto G50,CUOTA,55.9 55.9,,,12,639, 80
Motorola Moto G50,CUOTA,55.9 55.9,,,18,159, 80
Motorola Moto G50,CONTADO,99.9,1260,649,dto.,48%,
Motorola Moto G50,CUOTA,99.9,,,12,468, 78
Motorola Moto G50,CUOTA,99.9,,,18,0, 78
Motorola Moto G50,CONTADO,159.9,1260,649,dto.,48%,
Motorola Moto G50,CUOTA,159.9,,,12,438, 73
Motorola Moto G50,CUOTA,159.9,,,18,0, 73
Apple iPhone 13 256GB,CONTADO,41.9 41.9,4986,3809,dto.,24%,
Apple iPhone 13 256GB,CONTADO,55.9 55.9,4986,3809,dto.,24%,
Apple iPhone 13 256GB,CUOTA,55.9 55.9,,,12,3719, 179
Apple iPhone 13 256GB,CUOTA,55.9 55.9,,,18,3719, 178
Apple iPhone 13 256GB,CONTADO,65.9,4986,3809,dto.,24%,
Apple iPhone 13 256GB,CONTADO,99.9,4986,3629,dto.,24%,
Apple iPhone 13 256GB,CUOTA,99.9,,,12,0, 376
Apple iPhone 13 256GB,CUOTA,99.9,,,18,0, 334
Apple iPhone 13 256GB,CONTADO,159.9,4986,3629,dto.,24%,
Apple iPhone 13 256GB,CUOTA,159.9,,,12,0, 376
Apple iPhone 13 256GB,CUOTA,159.9,,,18,0, 334
XIAOMI Redmi Note 11 128GB,CONTADO,41.9 41.9,1692,669,dto.,60%,
XIAOMI Redmi Note 11 128GB,CONTADO,55.9 55.9,1692,669,dto.,60%,
XIAOMI Redmi Note 11 128GB,CUOTA,55.9 55.9,,,12,0, 110
XIAOMI Redmi Note 11 128GB,CUOTA,55.9 55.9,,,18,169, 49
XIAOMI Redmi Note 11 128GB,CONTADO,65.9,1692,669,dto.,60%,
XIAOMI Redmi Note 11 128GB,CUOTA,65.9,,,12,0, 110
XIAOMI Redmi Note 11 128GB,CONTADO,99.9,1692,669,dto.,60%,
XIAOMI Redmi Note 11 128GB,CUOTA,99.9,,,12,0, 110
XIAOMI Redmi Note 11 128GB,CUOTA,99.9,,,18,109, 49
XIAOMI Redmi Note 11 128GB,CONTADO,159.9,1692,669,dto.,60%,
XIAOMI Redmi Note 11 128GB,CUOTA,159.9,,,12,0, 110
XIAOMI Redmi Note 11 128GB,CUOTA,159.9,,,18,49, 52
APPLE IPhone 13 Mini 256GB,CONTADO,41.9 41.9,4248,3519,dto.,17%,
APPLE IPhone 13 Mini 256GB,CONTADO,55.9 55.9,4248,3519,dto.,17%,
APPLE IPhone 13 Mini 256GB,CUOTA,55.9 55.9,,,12,2999, 186
APPLE IPhone 13 Mini 256GB,CUOTA,55.9 55.9,,,18,2099, 220
APPLE IPhone 13 Mini 256GB,CONTADO,65.9,4248,3519,dto.,17%,
APPLE IPhone 13 Mini 256GB,CONTADO,99.9,4248,3349,dto.,17%,
APPLE IPhone 13 Mini 256GB,CUOTA,99.9,,,12,0, 335
APPLE IPhone 13 Mini 256GB,CUOTA,99.9,,,18,0, 306
APPLE IPhone 13 Mini 256GB,CONTADO,159.9,4248,3349,dto.,17%,
APPLE IPhone 13 Mini 256GB,CUOTA,159.9,,,12,0, 335
APPLE IPhone 13 Mini 256GB,CUOTA,159.9,,,18,0, 306
Apple iPhone SE 2022 64GB,CONTADO,41.9 41.9,,,,1299,
Apple iPhone SE 2022 64GB,CONTADO,55.9 55.9,,,,1299,
Apple iPhone SE 2022 64GB,CONTADO,65.9,,,,1299,
Apple iPhone SE 2022 64GB,CONTADO,99.9,,,,1299,
Apple iPhone SE 2022 64GB,CUOTA,99.9,,,12,1239, 102
Apple iPhone SE 2022 64GB,CUOTA,99.9,,,18,629, 102
Apple iPhone SE 2022 64GB,CONTADO,159.9,,,,1299,
Apple iPhone SE 2022 64GB,CUOTA,159.9,,,12,1069, 116
Apple iPhone SE 2022 64GB,CUOTA,159.9,,,18,369, 116
Apple iPhone SE 2022 256GB,CONTADO,41.9 41.9,,,,2729,
Apple iPhone SE 2022 256GB,CONTADO,55.9 55.9,,,,2729,
Apple iPhone SE 2022 256GB,CONTADO,65.9,,,,2729,
Apple iPhone SE 2022 256GB,CONTADO,99.9,,,,2589,
Apple iPhone SE 2022 256GB,CONTADO,159.9,,,,2589,
Apple iPhone 13 Pro Max 256GB,CONTADO,41.9 41.9,6642,5269,dto.,21%,
Apple iPhone 13 Pro Max 256GB,CONTADO,55.9 55.9,6642,5269,dto.,21%,
Apple iPhone 13 Pro Max 256GB,CUOTA,55.9 55.9,,,12,4949, 234
Apple iPhone 13 Pro Max 256GB,CUOTA,55.9 55.9,,,18,4949, 199
Apple iPhone 13 Pro Max 256GB,CONTADO,65.9,6642,5269,dto.,21%,
Apple iPhone 13 Pro Max 256GB,CONTADO,99.9,6642,5269,dto.,21%,
Apple iPhone 13 Pro Max 256GB,CUOTA,99.9,,,12,0, 509
Apple iPhone 13 Pro Max 256GB,CUOTA,99.9,,,18,0, 388
Apple iPhone 13 Pro Max 256GB,CONTADO,159.9,6642,5269,dto.,21%,
Apple iPhone 13 Pro Max 256GB,CUOTA,159.9,,,12,0, 509
Apple iPhone 13 Pro Max 256GB,CUOTA,159.9,,,18,0, 388
Samsung Galaxy A22,CONTADO,41.9 41.9,882,869,dto.,1%,
Samsung Galaxy A22,CONTADO,55.9 55.9,882,869,dto.,1%,
Samsung Galaxy A22,CONTADO,65.9,882,869,dto.,1%,
Samsung Galaxy A22,CONTADO,99.9,882,839,dto.,1%,
Samsung Galaxy A22,CONTADO,159.9,882,839,dto.,1%,
Samsung Galaxy A13,CONTADO,41.9 41.9,1188,539,dto.,55%,
Samsung Galaxy A13,CUOTA,41.9 41.9,,,12,0, 71
Samsung Galaxy A13,CONTADO,55.9 55.9,1188,539,dto.,55%,
Samsung Galaxy A13,CUOTA,55.9 55.9,,,12,0, 71
Samsung Galaxy A13,CUOTA,55.9 55.9,,,18,129, 40
Samsung Galaxy A13,CONTADO,65.9,1188,539,dto.,55%,
Samsung Galaxy A13,CUOTA,65.9,,,12,0, 71
Samsung Galaxy A13,CONTADO,99.9,1188,539,dto.,55%,
Samsung Galaxy A13,CUOTA,99.9,,,12,0, 71
Samsung Galaxy A13,CUOTA,99.9,,,18,79, 40
Samsung Galaxy A13,CONTADO,159.5,1188,529,dto.,55%,
Samsung Galaxy A13,CUOTA,159.5,,,12,0, 71
Samsung Galaxy A13,CONTADO,159.9,1188,539,dto.,55%,
Samsung Galaxy A13,CUOTA,159.9,,,12,0, 73
Samsung Galaxy A13,CUOTA,159.9,,,18,39, 42
Apple iPhone 13 Mini 128GB,CONTADO,41.9 41.9,3438,3019,dto.,12%,
Apple iPhone 13 Mini 128GB,CONTADO,55.9 55.9,3438,3019,dto.,12%,
Apple iPhone 13 Mini 128GB,CUOTA,55.9 55.9,,,12,2879, 98
Apple iPhone 13 Mini 128GB,CUOTA,55.9 55.9,,,18,2879, 130
Apple iPhone 13 Mini 128GB,CONTADO,65.9,3438,3019,dto.,12%,
Apple iPhone 13 Mini 128GB,CONTADO,99.9,3438,2879,dto.,12%,
Apple iPhone 13 Mini 128GB,CUOTA,99.9,,,12,0, 267
Apple iPhone 13 Mini 128GB,CUOTA,99.9,,,18,0, 262
Apple iPhone 13 Mini 128GB,CONTADO,159.9,3438,2879,dto.,12%,
Apple iPhone 13 Mini 128GB,CUOTA,159.9,,,12,0, 267
Apple iPhone 13 Mini 128GB,CUOTA,159.9,,,18,0, 262
HONOR X8 + Honor Speaker,CONTADO,41.9 41.9,1368,889,dto.,35%,
HONOR X8 + Honor Speaker,CONTADO,55.9 55.9,1368,889,dto.,35%,
HONOR X8 + Honor Speaker,CUOTA,55.9 55.9,,,12,629, 52
HONOR X8 + Honor Speaker,CUOTA,55.9 55.9,,,18,319, 52
HONOR X8 + Honor Speaker,CONTADO,65.9,1368,889,dto.,35%,
HONOR X8 + Honor Speaker,CONTADO,99.9,1368,849,dto.,35%,
HONOR X8 + Honor Speaker,CUOTA,99.9,,,12,479, 52
HONOR X8 + Honor Speaker,CUOTA,99.9,,,18,169, 52
HONOR X8 + Honor Speaker,CONTADO,159.9,1368,849,dto.,35%,
HONOR X8 + Honor Speaker,CUOTA,159.9,,,12,409, 52
HONOR X8 + Honor Speaker,CUOTA,159.9,,,18,99, 52
Huawei Nova 9 SE + Band 4E,CONTADO,41.9 41.9,1890,1219,dto.,36%,
Huawei Nova 9 SE + Band 4E,CONTADO,55.9 55.9,1890,1219,dto.,36%,
Huawei Nova 9 SE + Band 4E,CUOTA,55.9 55.9,,,12,0, 133
Huawei Nova 9 SE + Band 4E,CUOTA,55.9 55.9,,,18,459, 75
Huawei Nova 9 SE + Band 4E,CONTADO,65.9,1890,1219,dto.,36%,
Huawei Nova 9 SE + Band 4E,CONTADO,99.9,1890,1169,dto.,36%,
Huawei Nova 9 SE + Band 4E,CUOTA,99.9,,,12,0, 109
Huawei Nova 9 SE + Band 4E,CUOTA,99.9,,,18,239, 75
Huawei Nova 9 SE + Band 4E,CONTADO,159.9,1890,1169,dto.,36%,
Huawei Nova 9 SE + Band 4E,CUOTA,159.9,,,12,0, 109
Huawei Nova 9 SE + Band 4E,CUOTA,159.9,,,18,149, 75
Samsung Galaxy A03s,CONTADO,41.9 41.9,738,439,dto.,41%,
Samsung Galaxy A03s,CONTADO,55.9 55.9,738,439,dto.,41%,
Samsung Galaxy A03s,CUOTA,55.9 55.9,,,12,0, 50
Samsung Galaxy A03s,CUOTA,55.9 55.9,,,18,109, 30
Samsung Galaxy A03s,CONTADO,65.9,738,439,dto.,41%,
Samsung Galaxy A03s,CONTADO,99.9,738,439,dto.,41%,
Samsung Galaxy A03s,CUOTA,99.9,,,12,0, 50
Samsung Galaxy A03s,CUOTA,99.9,,,18,69, 30
Samsung Galaxy A03s,CONTADO,159.9,738,439,dto.,41%,
Samsung Galaxy A03s,CUOTA,159.9,,,12,0, 50
Samsung Galaxy A03s,CUOTA,159.9,,,18,39, 32
Xiaomi Redmi 9C,CONTADO,41.9 41.9,612,459,dto.,25%,
Xiaomi Redmi 9C,CONTADO,55.9 55.9,612,459,dto.,25%,
Xiaomi Redmi 9C,CUOTA,55.9 55.9,,,12,209, 26
Xiaomi Redmi 9C,CUOTA,55.9 55.9,,,18,49, 26
Xiaomi Redmi 9C,CONTADO,65.9,612,459,dto.,25%,
Xiaomi Redmi 9C,CONTADO,99.9,612,439,dto.,25%,
Xiaomi Redmi 9C,CUOTA,99.9,,,12,179, 26
Xiaomi Redmi 9C,CUOTA,99.9,,,18,19, 26
Xiaomi Redmi 9C,CONTADO,159.9,612,439,dto.,25%,
Xiaomi Redmi 9C,CUOTA,159.9,,,12,179, 26
Xiaomi Redmi 9C,CUOTA,159.9,,,18,19, 26
Motorola Moto Edge 30 Pro 5G,CONTADO,41.9 41.9,4356,2779,dto.,36%,
Motorola Moto Edge 30 Pro 5G,CONTADO,55.9 55.9,4356,2779,dto.,36%,
Motorola Moto Edge 30 Pro 5G,CONTADO,65.9,4356,2779,dto.,36%,
Motorola Moto Edge 30 Pro 5G,CONTADO,99.9,4356,2649,dto.,36%,
Motorola Moto Edge 30 Pro 5G,CUOTA,99.9,,,12,1869, 156
Motorola Moto Edge 30 Pro 5G,CONTADO,159.9,4356,2649,dto.,36%,
Motorola Moto Edge 30 Pro 5G,CUOTA,159.9,,,12,1619, 177
Apple iPhone 14 + Adaptador Usb C 20w,CONTADO,41.9 41.9,,,,0,
Apple iPhone 14 + Adaptador Usb C 20w,CONTADO,55.9 55.9,,,,3599,
Apple iPhone 14 + Adaptador Usb C 20w,CONTADO,65.9,,,,3599,
Apple iPhone 14 + Adaptador Usb C 20w,CONTADO,99.9,,,,3599,
Apple iPhone 14 + Adaptador Usb C 20w,CUOTA,99.9,,,12,2159, 199
Apple iPhone 14 + Adaptador Usb C 20w,CUOTA,99.9,,,18,1999, 150
Apple iPhone 14 + Adaptador Usb C 20w,CONTADO,159.9,,,,3599,
Apple iPhone 14 + Adaptador Usb C 20w,CUOTA,159.9,,,12,2159, 199
Apple iPhone 14 + Adaptador Usb C 20w,CUOTA,159.9,,,18,1999, 150
Apple iPhone 14 Plus + Airpods 2da Gen,CONTADO,41.9 41.9,,,,0,
Apple iPhone 14 Plus + Airpods 2da Gen,CONTADO,55.9 55.9,,,,4059,
Apple iPhone 14 Plus + Airpods 2da Gen,CONTADO,65.9,,,,4059,
Apple iPhone 14 Plus + Airpods 2da Gen,CONTADO,99.9,,,,4059,
Apple iPhone 14 Plus + Airpods 2da Gen,CUOTA,99.9,,,12,2529, 233
Apple iPhone 14 Plus + Airpods 2da Gen,CUOTA,99.9,,,18,2249, 184
Apple iPhone 14 Plus + Airpods 2da Gen,CONTADO,159.9,,,,4059,
Apple iPhone 14 Plus + Airpods 2da Gen,CUOTA,159.9,,,12,2529, 233
Apple iPhone 14 Plus + Airpods 2da Gen,CUOTA,159.9,,,18,2249, 184
Xiaomi Redmi Note 11 Pro,CONTADO,41.9 41.9,1260,1219,dto.,3%,
Xiaomi Redmi Note 11 Pro,CONTADO,55.9 55.9,1260,1219,dto.,3%,
Xiaomi Redmi Note 11 Pro,CUOTA,55.9 55.9,,,12,879, 73
Xiaomi Redmi Note 11 Pro,CUOTA,55.9 55.9,,,18,389, 64
Xiaomi Redmi Note 11 Pro,CONTADO,65.9,1260,1219,dto.,3%,
Xiaomi Redmi Note 11 Pro,CONTADO,99.9,1260,1159,dto.,3%,
Xiaomi Redmi Note 11 Pro,CUOTA,99.9,,,12,669, 72
Xiaomi Redmi Note 11 Pro,CUOTA,99.9,,,18,199, 64
Xiaomi Redmi Note 11 Pro,CONTADO,159.9,1260,1159,dto.,3%,
Xiaomi Redmi Note 11 Pro,CUOTA,159.9,,,12,579, 72
Xiaomi Redmi Note 11 Pro,CUOTA,159.9,,,18,139, 63
Apple iPhone 12 128GB,CONTADO,41.9 41.9,4032,3279,dto.,19%,
Apple iPhone 12 128GB,CONTADO,55.9 55.9,4032,3279,dto.,19%,
Apple iPhone 12 128GB,CONTADO,65.9,4032,3279,dto.,19%,
Apple iPhone 12 128GB,CONTADO,99.9,4032,3119,dto.,19%,
Apple iPhone 12 128GB,CONTADO,159.9,4032,3119,dto.,19%,
XIAOMI Redmi 10 5G,CONTADO,41.9 41.9,,,,889,
XIAOMI Redmi 10 5G,CONTADO,55.9 55.9,,,,889,
XIAOMI Redmi 10 5G,CUOTA,55.9 55.9,,,12,509, 54
XIAOMI Redmi 10 5G,CUOTA,55.9 55.9,,,18,179, 54
XIAOMI Redmi 10 5G,CONTADO,65.9,,,,889,
XIAOMI Redmi 10 5G,CONTADO,99.9,,,,849,
XIAOMI Redmi 10 5G,CUOTA,99.9,,,12,439, 54
XIAOMI Redmi 10 5G,CUOTA,99.9,,,18,119, 54
XIAOMI Redmi 10 5G,CONTADO,159.9,,,,849,
XIAOMI Redmi 10 5G,CUOTA,159.9,,,12,399, 57
XIAOMI Redmi 10 5G,CUOTA,159.9,,,18,59, 57
Motorola Moto E32,CONTADO,41.9 41.9,,,,589,
Motorola Moto E32,CONTADO,55.9 55.9,,,,589,
Motorola Moto E32,CUOTA,55.9 55.9,,,12,0, 73
Motorola Moto E32,CUOTA,55.9 55.9,,,18,149, 44
Motorola Moto E32,CONTADO,65.9,,,,589,
Motorola Moto E32,CONTADO,99.9,,,,549,
Motorola Moto E32,CUOTA,99.9,,,12,0, 73
Motorola Moto E32,CUOTA,99.9,,,18,89, 44
Motorola Moto E32,CONTADO,159.9,,,,549,
Motorola Moto E32,CUOTA,159.9,,,12,0, 73
Motorola Moto E32,CUOTA,159.9,,,18,59, 46
Motorola Moto Edge 20 Lite,CONTADO,41.9 41.9,1116,1259,dto.,13%,
Motorola Moto Edge 20 Lite,CONTADO,55.9 55.9,1116,1259,dto.,13%,
Motorola Moto Edge 20 Lite,CONTADO,65.9,1116,1259,dto.,13%,
Motorola Moto Edge 20 Lite,CONTADO,99.9,1116,1209,dto.,13%,
Motorola Moto Edge 20 Lite,CONTADO,159.9,1116,1209,dto.,13%,
SAMSUNG Galaxy A22 64GB,CONTADO,41.9 41.9,,,,829,
SAMSUNG Galaxy A22 64GB,CONTADO,55.9 55.9,,,,829,
SAMSUNG Galaxy A22 64GB,CUOTA,55.9 55.9,,,12,429, 46
SAMSUNG Galaxy A22 64GB,CUOTA,55.9 55.9,,,18,149, 46
SAMSUNG Galaxy A22 64GB,CONTADO,65.9,,,,829,
SAMSUNG Galaxy A22 64GB,CONTADO,99.9,,,,829,
SAMSUNG Galaxy A22 64GB,CUOTA,99.9,,,12,369, 46
SAMSUNG Galaxy A22 64GB,CUOTA,99.9,,,18,89, 46
SAMSUNG Galaxy A22 64GB,CONTADO,159.9,,,,829,
SAMSUNG Galaxy A22 64GB,CUOTA,159.9,,,12,349, 48
SAMSUNG Galaxy A22 64GB,CUOTA,159.9,,,18,59, 48
Apple iPhone SE 2022 128GB,CONTADO,41.9 41.9,,,,1609,
Apple iPhone SE 2022 128GB,CONTADO,55.9 55.9,,,,1609,
Apple iPhone SE 2022 128GB,CONTADO,65.9,,,,1609,
Apple iPhone SE 2022 128GB,CONTADO,99.9,,,,1609,
Apple iPhone SE 2022 128GB,CONTADO,159.9,,,,1609,
